date,close,volume_usd
2020-10-15,62.5418,71986882.81039
2020-10-16,44.348,94610024.246734
2020-10-17,42.24,30288097.443803
2020-10-18,32.4049,21712478.074311
2020-10-19,33.9755,25991803.426603
2020-10-20,31.175,10001257.444526
2020-10-21,26.5028,13417064.61069
2020-10-22,23.739,17508966.355803
2020-10-23,23.8771,19176249.765638
2020-10-24,25.8076,18735062.909447
2020-10-25,38.6663,49366340.646332
2020-10-26,33.7887,39141633.193815
2020-10-27,35.1693,19941373.368345
2020-10-28,33.6161,18890620.853953
2020-10-29,32.52,20324040.307308
2020-10-30,29.2175,28855090.04756
2020-10-31,31.2848,20485494.024528
2020-11-01,31.6076,10404439.590408
2020-11-02,29.6401,19997634.977802
2020-11-03,28.8364,17239091.4349
2020-11-04,28.8967,15782367.984456
2020-11-05,29.3544,18343809.942382
2020-11-06,31.6801,41300301.497913
2020-11-07,29.9356,41997758.588604
2020-11-08,30.7588,10863952.173712
2020-11-09,31.2188,21222399.247023
2020-11-10,30.3614,21906204.865014
2020-11-11,30.0939,16858450.071356
2020-11-12,29.4952,17883669.838103
2020-11-13,29.155,12758838.316752
2020-11-14,29.2753,14588166.379702
2020-11-15,27.7306,15203645.003184
2020-11-16,27.448,16679885.629403
2020-11-17,29.111,25253788.659734
2020-11-18,28.8206,22437842.237376
2020-11-19,28.8326,10671472.470003
2020-11-20,29.0516,18306391.069273
2020-11-21,29.9369,31819775.474233
2020-11-22,28.9382,20066235.625302
2020-11-23,29.1832,15366405.287386
2020-11-24,29.7757,32258095.004054
2020-11-25,31.0128,68659860.872224
2020-11-26,29.8835,51712123.920015
2020-11-27,29.9387,17261588.51295
2020-11-28,29.943,11998959.12363
2020-11-29,30.0018,8148652.630234
2020-11-30,30.3751,19448698.295784
2020-12-01,30.323,25033285.402785
2020-12-02,30.5754,19719435.3299
2020-12-03,30.4246,14327251.43107
2020-12-04,29.0085,19842263.821078
2020-12-05,29.8579,11190392.504801
2020-12-06,29.3247,9142660.136624
2020-12-07,30.473,43101647.122949
2020-12-08,29.937,28242264.614242
2020-12-09,30.5,40542976.201617
2020-12-10,30.538,45952137.49902
2020-12-11,29.8306,30233319.808804
2020-12-12,29.9157,14285014.868101
2020-12-13,29.99,9435808.882261
2020-12-14,29.3347,15904321.140377
2020-12-15,29.1237,13460002.988587
2020-12-16,28.416,19994103.914889
2020-12-17,28.4405,20857381.68256
2020-12-18,28.4577,10076987.327491
2020-12-19,28.2008,14366524.989953
2020-12-20,28.3891,7365488.844971
2020-12-21,24.9963,35117167.5806
2020-12-22,24.6213,30611764.31956
2020-12-23,22.3358,27567132.798362
2020-12-24,23.6991,22006435.562354
2020-12-25,24.349,29839567.505553
2020-12-26,23.5652,7590900.174244
2020-12-27,22.236,16420775.022769
2020-12-28,21.9937,13153067.470219
2020-12-29,20.4405,23774717.418964
2020-12-30,21.5173,21664798.473444
2020-12-31,24.3284,46963749.975731
2021-01-01,22.2169,46240040.785192
2021-01-02,21.7766,24168123.588294
2021-01-03,21.4253,24624284.918273
2021-01-04,21.4059,28429235.486212
2021-01-05,21.6019,23362498.829807
2021-01-06,21.9407,20846149.053014
2021-01-07,22.0598,28875694.425691
2021-01-08,21.5989,16005919.369116
2021-01-09,22.0071,13437616.76721
2021-01-10,23.4251,50583133.898285
2021-01-11,21.6398,32337980.151789
2021-01-12,21.0413,17446119.467889
2021-01-13,21.7131,12082178.108462
2021-01-14,21.5738,16843378.150413
2021-01-15,21.5435,17797413.908257
2021-01-16,22.8433,49682258.69798
2021-01-17,24.3442,81460363.278847
2021-01-18,23.7605,37931926.754904
2021-01-19,22.6578,32723198.049073
2021-01-20,22.339,29350738.458993
2021-01-21,21.3251,23806005.023085
2021-01-22,22.2845,48563673.76446
2021-01-23,22.6979,40236877.011134
2021-01-24,22.7027,22725021.073862
2021-01-25,22.4279,21119030.639252
2021-01-26,22.1876,19027525.689008
2021-01-27,21.42,21731513.75219
2021-01-28,21.8988,14488796.978838
2021-01-29,22.3086,25335260.384753
