date,close,volume_usd
2019-01-01,0.01928,6655074.822608
2019-01-02,0.01974,8791280.765824
2019-01-03,0.01966,10357586.93841
2019-01-04,0.02106,16967884.677907
2019-01-05,0.0219,24712864.240722
2019-01-06,0.02249,19397448.525434
2019-01-07,0.02334,16264676.523301
2019-01-08,0.02589,34492232.584532
2019-01-09,0.02785,43307824.232748
2019-01-10,0.02541,138582583.788705
2019-01-11,0.02453,51025948.137133
2019-01-12,0.02296,25553662.008102
2019-01-13,0.02085,18387881.693227
2019-01-14,0.02524,54292145.772455
2019-01-15,0.02395,34552847.139008
2019-01-16,0.02479,20147980.539538
2019-01-17,0.02492,24925335.125253
2019-01-18,0.02441,15047821.741017
2019-01-19,0.02419,16345904.915867
2019-01-20,0.02355,14465017.247809
2019-01-21,0.02537,16785304.403367
2019-01-22,0.02619,28781954.308637
2019-01-23,0.02631,20560284.809991
2019-01-24,0.02672,13479325.610001
2019-01-25,0.02651,8866839.773407
2019-01-26,0.0285,21208086.480575
2019-01-27,0.02902,39715658.039282
2019-01-28,0.02673,58256571.143866
2019-01-29,0.02709,21382462.048905
2019-01-30,0.02717,18660492.115397
2019-01-31,0.02511,20036495.13635
2019-02-01,0.02615,16919789.757043
2019-02-02,0.02608,8600547.114142
2019-02-03,0.02542,8064277.457555
2019-02-04,0.02698,27948305.498944
2019-02-05,0.02623,17079728.360573
2019-02-06,0.02551,13879588.681861
2019-02-07,0.02569,6380069.31067
2019-02-08,0.02681,15652687.380973
2019-02-09,0.02623,13878843.067072
2019-02-10,0.02579,15556526.090303
2019-02-11,0.02457,17533180.415808
2019-02-12,0.02441,11184395.836128
2019-02-13,0.02406,10321144.305226
2019-02-14,0.0233,5403942.943648
2019-02-15,0.0237,6065797.776461
2019-02-16,0.02356,4142690.146515
2019-02-17,0.02378,4517430.828564
2019-02-18,0.0249,13354142.16918
2019-02-19,0.0248,15275165.703387
2019-02-20,0.025,9195331.586732
2019-02-21,0.02471,6313607.18881
2019-02-22,0.0249,5403862.067907
2019-02-23,0.02528,7703975.612916
2019-02-24,0.02327,34010469.252836
2019-02-25,0.02407,13405491.61043
2019-02-26,0.02411,7903222.441342
2019-02-27,0.02394,5345800.564119
2019-02-28,0.02364,5043134.469289
2019-03-01,0.02349,3795980.49181
2019-03-02,0.02267,6960194.814963
2019-03-03,0.02248,3278407.28978
