date,equity
2019-05-26,1.024511027095543
2019-05-27,1.0452792710067556
2019-05-28,1.0500318618014302
2019-05-29,1.0431704342783104
2019-05-30,1.0159489580018797
2019-05-31,1.0370466847728557
2019-06-01,1.0432391766676419
2019-06-02,1.0628066382061316
2019-06-03,1.0352455063078168
2019-06-04,1.0094409984090003
2019-06-05,1.013977033050866
2019-06-06,1.0162340291050034
2019-06-07,1.024947158059715
2019-06-08,1.0191266864551218
2019-06-09,0.9991791687119022
2019-06-10,0.9736923410376837
2019-06-11,0.9621687545622535
2019-06-12,0.9285990401721881
2019-06-13,0.9508068370077383
2019-06-14,0.9484847878653064
2019-06-15,0.9422607941440319
2019-06-16,0.9391280933533175
2019-06-17,0.9348480880034252
2019-06-18,0.9559829128112359
2019-06-19,0.9505003794998564
2019-06-20,0.9621434526674943
2019-06-21,0.9531234595859268
2019-06-22,0.928949285740601
2019-06-23,0.9171581402301442
2019-06-24,0.9206587896221626
2019-06-25,0.9142816050913438
2019-06-26,0.9184794820268477
2019-06-27,0.8597258070769283
2019-06-28,0.8431389784344511
2019-06-29,0.8345121469601292
2019-06-30,0.8718481668121375
2019-07-01,0.8642348388580163
2019-07-02,0.8784436675908947
2019-07-03,0.8679742363839209
2019-07-04,0.8932979720074856
2019-07-05,0.9001901987398591
2019-07-06,0.8950319105180419
2019-07-07,0.8791756594126674
2019-07-08,0.8764497066925969
2019-07-09,0.8898640019179945
2019-07-10,0.9284519655013316
2019-07-11,0.974126845579231
2019-07-12,0.9390038612900943
2019-07-13,0.9595995208496741
2019-07-14,1.0104508356870132
2019-07-15,1.0133632352170918
2019-07-16,1.0763514591820846
2019-07-17,1.0473299251547155
2019-07-18,1.0147054442132344
2019-07-19,1.006710056088962
2019-07-20,0.9831550181035316
2019-07-21,0.9975191241217007
2019-07-22,1.0096215810455504
2019-07-23,1.0356867251207071
2019-07-24,1.010900697188539
2019-07-25,1.0118448053674396
2019-07-26,0.9843662281199472
2019-07-27,1.0020517584137847
2019-07-28,1.005222948509064
2019-07-29,0.9980233837314427
2019-07-30,1.0009874007451398
2019-07-31,0.9992389145673317
2019-08-01,1.0088308506115586
2019-08-02,1.0186585429707369
2019-08-03,1.0175796058618622
2019-08-04,1.0281398144961904
2019-08-05,1.0271108470784391
2019-08-06,1.0536015725688892
2019-08-07,1.0664267980564324
2019-08-08,1.0641134974186726
2019-08-09,1.107818567300497
2019-08-10,1.059798104544146
2019-08-11,1.0318820956601487
2019-08-12,1.0497432515218375
2019-08-13,1.053881490912494
2019-08-14,1.1078028769271626
2019-08-15,1.103512697286076
2019-08-16,1.1118349203099693
2019-08-17,1.1038745025163352
2019-08-18,1.0612957847177287
2019-08-19,1.0659652199874963
2019-08-20,1.0775178167494273
2019-08-21,1.1035599090021186
2019-08-22,1.0734183737855418
2019-08-23,1.068772567471558
2019-08-24,1.0630394864754933
2019-08-25,1.0727359731182868
2019-08-26,1.0709252444165294
2019-08-27,1.0697059985105373
2019-08-28,1.117576067866026
2019-08-29,1.1361831277924486
2019-08-30,1.1330962834083753
2019-08-31,1.1311381703803998
2019-09-01,1.1361769327158817
2019-09-02,1.1235218711156238
2019-09-03,1.1066991259519576
2019-09-04,1.1227651313911995
2019-09-05,1.135833799631655
2019-09-06,1.1374125575852638
2019-09-07,1.1129452780639326
2019-09-08,1.105090081221188
2019-09-09,1.1005032974385984
2019-09-10,1.1097851395414267
2019-09-11,1.1363023138136255
2019-09-12,1.123629154089568
2019-09-13,1.1177897607734715
2019-09-14,1.1023261424793798
2019-09-15,1.1007302525424412
2019-09-16,1.091986002128565
2019-09-17,1.0497753077714187
2019-09-18,1.1266775710761652
2019-09-19,1.1140292620522723
2019-09-20,1.1069932606359238
2019-09-21,1.1020859564933
2019-09-22,1.050469708539956
2019-09-23,1.0044654836380542
2019-09-24,0.8649356342593767
2019-09-25,0.8525643716390676
2019-09-26,0.8640368719823711
2019-09-27,0.850118900593692
2019-09-28,0.857168851846475
2019-09-29,0.8723151966037012
2019-09-30,0.8533831111409345
2019-10-01,0.8588577284341886
2019-10-02,0.8466067905268725
2019-10-03,0.8588318295927048
2019-10-04,0.8448794061471248
2019-10-05,0.8428378257887127
2019-10-06,0.8538782957813394
2019-10-07,0.8197641507101497
2019-10-08,0.8227781977164165
2019-10-09,0.8087822995663777
2019-10-10,0.8178274215501661
2019-10-11,0.8321415961077354
2019-10-12,0.8300021857992343
2019-10-13,0.8224256933523433
2019-10-14,0.8180571228075405
2019-10-15,0.838615876585643
2019-10-16,0.8499991183341101
2019-10-17,0.8411187698394558
2019-10-18,0.8550340112013299
2019-10-19,0.8431246632810354
2019-10-20,0.8377383530772804
2019-10-21,0.8407230838553498
2019-10-22,0.8475062981043905
2019-10-23,0.8760826273140101
2019-10-24,0.8584259527655753
2019-10-25,0.7941426548138687
2019-10-26,0.8013886001198983
2019-10-27,0.7788753737869725
2019-10-28,0.7722595788616246
2019-10-29,0.7783471799746722
2019-10-30,0.7578116862812784
2019-10-31,0.7530440784340999
2019-11-01,0.764328759942871
2019-11-02,0.7668886371096628
2019-11-03,0.7586581833431548
2019-11-04,0.7747873947297054
