date,oi,oi_value,oi_mean,ls_global,ls_top,taker_ls
2023-09-05,597398.8560,975713629.5391,587633.1195,2.215427,1.050182,1.115981
2023-09-06,600184.9480,980102020.0840,598781.1330,2.305625,1.055831,1.168368
2023-09-07,608771.4900,1001897855.0973,599472.0340,1.987999,1.101115,1.171925
2023-09-08,607648.2470,993817657.7339,609592.8489,2.153045,1.086496,1.121044
2023-09-09,613720.3840,1002971196.4502,609515.3184,2.060419,1.090864,1.395660
2023-09-10,607976.1480,983212946.7841,610511.8555,2.314487,1.078658,1.200500
2023-09-11,676718.4590,1048483968.2059,647429.7529,2.443708,1.017673,1.108102
2023-09-12,650895.7140,1037022415.2352,663378.4380,2.015573,1.004145,1.069784
2023-09-13,665880.5980,1069996874.1202,656975.5150,1.929221,1.002010,1.125699
2023-09-14,665442.0780,1081822495.0462,665322.3535,1.647688,1.023259,1.125341
2023-09-15,668603.2500,1097647224.5607,668122.8554,1.564131,1.065070,1.173222
2023-09-16,658208.2330,1075462170.2697,666670.8707,1.674391,1.059133,1.203937
2023-09-17,644292.0690,1045370324.8732,654111.8220,1.902511,1.045634,1.294766
2023-09-18,667656.0450,1092158365.9492,659116.8106,1.633724,1.036284,1.117527
2023-09-19,651206.8620,1069773938.9284,654084.7497,1.715424,1.023295,1.265934
2023-09-20,658000.9760,1067152562.8866,652632.7060,2.212719,1.018188,1.168193
2023-09-21,687346.5320,1088138294.8092,676422.4362,2.480996,1.032065,1.124951
2023-09-22,673657.1060,1072764275.2472,682835.9500,2.387495,1.022334,1.152807
2023-09-23,690585.4250,1100206169.8387,685431.1540,2.325519,1.022444,1.587787
2023-09-24,690837.0380,1091819579.9663,691501.5445,2.448702,1.030605,1.416042
2023-09-25,718577.5150,1141356219.8373,708172.9138,2.348771,1.045690,1.289076
2023-09-26,720318.1720,1147185923.9089,723625.3582,2.336456,1.077064,1.103486
2023-09-27,686845.9280,1097377097.9796,714152.9334,2.215876,1.094299,1.131444
2023-09-28,738474.5450,1219733638.7172,721639.7305,1.265585,1.099230,1.120975
2023-09-29,730875.7100,1218309275.5727,739032.1273,1.271610,1.087750,1.123146
2023-09-30,748260.0060,1250125474.6243,750016.2881,1.304328,1.073530,1.232167
2023-10-01,717165.0370,1243481015.3579,755167.8578,1.227991,1.150645,1.218599
2023-10-02,680500.3240,1132441004.1781,724570.5480,1.754307,1.136108,1.106576
2023-10-03,680390.4110,1126529207.3968,690231.7347,1.892706,1.137728,1.154866
2023-10-04,691193.1510,1137898091.6116,685046.1343,2.093722,1.150675,1.162973
2023-10-05,720989.1560,1161369332.4848,709573.7051,2.544128,1.165099,1.201482
2023-10-06,734152.0920,1207122235.7501,716693.9942,1.898583,1.210714,1.096265
2023-10-07,718219.2000,1173174736.8938,728194.8382,2.174178,1.214251,1.287309
2023-10-08,747277.0860,1219714970.7819,733576.3008,2.256348,1.244707,1.179247
2023-10-09,766866.5070,1211288653.8017,766593.0738,2.753073,1.218218,1.082618
2023-10-10,795632.2820,1246652353.6973,784301.7242,2.951177,1.217333,1.146574
2023-10-11,807052.7010,1262351482.2692,808508.6686,2.945811,1.239584,1.113676
2023-10-12,835596.9200,1284713552.5616,823913.6102,2.977243,1.227642,1.122267
2023-10-13,817249.0750,1267023184.8593,839975.1526,2.823668,1.194832,1.057793
2023-10-14,800318.5820,1244223286.6921,811817.6362,2.672935,1.245966,1.220500
2023-10-15,799306.5410,1243976755.8891,802992.2719,2.693808,1.259707,1.257099
2023-10-16,763883.4100,1221846791.9632,780610.3328,2.127037,1.277141,1.121506
2023-10-17,761331.2050,1190897897.5035,764583.6663,2.586038,1.328805,1.108884
2023-10-18,757509.3370,1183987093.7310,762649.3844,2.477694,1.316183,1.135555
2023-10-19,766808.9160,1200766820.3640,771570.3771,2.528096,1.293022,1.123518
2023-10-20,790149.8850,1266470385.8870,786503.8195,1.785421,1.311254,1.158987
2023-10-21,790661.8020,1287070907.7677,788689.3307,1.602546,1.320963,1.147344
2023-10-22,804528.1490,1335722560.3479,790493.1345,1.418540,1.365684,1.179031
2023-10-23,737924.8310,1302709119.6241,776919.8622,1.427880,1.400211,1.070916
2023-10-24,689851.2060,1228805511.6581,727933.2678,1.453928,1.426688,1.021653
2023-10-25,706904.4290,1262319238.8653,708584.2421,1.490443,1.415050,1.039217
2023-10-26,717949.8690,1293607395.8035,726848.2267,1.515583,1.425834,1.063011
2023-10-27,709071.9050,1263025283.0167,716662.6507,1.493604,1.405787,1.035271
2023-10-28,701152.6750,1245653643.5655,708637.5684,1.592692,1.392782,1.102043
2023-10-29,717990.0420,1289243080.8556,715237.4344,1.440710,1.371736,1.158857
2023-10-30,741431.8650,1342188506.9111,739915.2796,1.484435,1.391215,1.144542
2023-10-31,757974.0850,1377361067.3969,752924.8000,1.362518,1.427148,1.091050
2023-11-01,798665.0800,1474687150.3152,771322.0695,1.141430,1.434653,1.111202
2023-11-02,745873.1080,1342462148.5454,775879.8809,1.715155,1.457734,1.016392
2023-11-03,753123.3550,1380776359.0570,747690.0128,1.318883,1.398932,1.051490
2023-11-04,786321.1200,1458814183.4394,782920.5253,1.057167,1.403091,1.106183
2023-11-05,793667.4790,1503043481.7019,821517.7939,1.073973,1.420691,1.133693
2023-11-06,807167.1980,1534079781.8908,809620.0005,1.178874,1.340001,1.074997
2023-11-07,762971.0620,1439992324.2464,799130.0703,1.258253,1.325212,1.030603
2023-11-08,776993.0110,1469721129.9571,774462.4371,1.230977,1.280602,1.047580
2023-11-09,826146.4500,1761926318.6736,803193.7577,1.016805,1.461064,1.088971
2023-11-10,822220.8960,1709553464.7542,844748.6654,1.258988,1.647282,1.060118
2023-11-11,807631.4680,1657502061.7764,820171.1239,1.534124,1.620356,1.068028
2023-11-12,793537.8490,1623094380.9661,804080.5959,1.623949,1.586540,1.079268
2023-11-13,816409.7430,1682463578.6737,818665.3798,1.430839,1.602636,1.011635
2023-11-14,783683.0530,1552596709.3703,798942.1479,1.819506,1.500472,0.966740
2023-11-15,784918.4770,1617151374.0151,791443.1932,1.517996,1.482614,1.053179
2023-11-16,763445.2310,1499179493.2983,779497.6896,2.134977,1.458348,1.244825
2023-11-17,780540.9220,1527819132.3073,774860.7789,2.185070,1.452978,1.021174
2023-11-18,812657.8670,1594422382.9551,800650.2264,2.023066,1.420886,1.067662
2023-11-19,805924.4640,1621657028.7269,812943.3546,1.781019,1.447360,1.116833
2023-11-20,828586.0080,1675898961.2078,822921.7859,1.436860,1.436466,1.053268
2023-11-21,799760.8040,1553703311.5388,814605.7983,1.774994,1.535298,1.061515
2023-11-22,892376.4300,1842304020.1327,862304.5821,1.000885,1.436609,1.052877
2023-11-23,891861.4730,1838795391.9578,893529.0336,1.034895,1.508316,1.108791
2023-11-24,879861.8650,1830192374.4218,906865.3197,1.055289,1.545338,1.080741
2023-11-25,859039.1440,1790393696.7533,867522.4190,1.141036,1.549434,1.129308
2023-11-26,818866.8980,1689617202.6573,859290.0370,1.322971,1.557276,1.090484
2023-11-27,845379.9760,1714191861.6953,833028.6539,1.735342,1.486805,1.045457
2023-11-28,838942.7670,1717720510.2487,841591.8818,1.302721,1.529391,1.083940
2023-11-29,833550.5300,1689206820.0556,835684.7182,1.567785,1.534148,1.124377
2023-11-30,834297.7490,1711853836.2857,834255.1978,1.416479,1.541219,1.114704
2023-12-01,867486.6250,1808536115.8000,880330.6307,1.008022,1.509035,1.041070
2023-12-02,912313.1630,1975774127.2029,891860.9282,0.955582,1.537216,1.159250
2023-12-03,911798.8300,1997695273.6824,925047.2135,1.037087,1.609380,1.064109
2023-12-04,871289.9980,1955020246.7553,892845.3319,1.209997,1.636489,1.036473
2023-12-05,840479.2130,1929686717.9647,861253.8644,1.296160,1.640387,1.079252
2023-12-06,805733.8360,1797143769.7688,828259.8599,1.545815,1.639789,1.035673
2023-12-07,885905.0440,2087373170.3516,842583.4505,1.147163,1.560884,1.049781
2023-12-08,863661.6530,2039485173.8603,879552.8168,1.331302,1.575721,1.047220
2023-12-09,865290.4720,2025307531.6679,870932.8826,1.500400,1.590777,1.041046
2023-12-10,854219.8520,2009953685.1604,872668.2624,1.518193,1.584714,1.083373
2023-12-11,782150.9430,1739015937.2354,802866.9207,1.946391,1.697217,1.014935
2023-12-12,809702.3990,1786907933.2811,788896.6476,2.179841,1.696469,1.052893
2023-12-13,790948.7780,1789039131.4704,805428.1299,1.738503,1.744430,1.053011
2023-12-14,797759.5950,1847212342.2225,799955.0985,1.451276,1.750878,1.053086
2023-12-15,796924.1900,1768391579.4257,801378.2674,1.880614,1.761223,1.090510
2023-12-16,793591.1060,1767818265.2298,805933.3544,1.978695,1.701835,1.048591
2023-12-17,799528.5150,1759842214.3665,813654.6708,2.107372,1.775512,1.086896
2023-12-18,814937.7170,1807098652.2441,825460.4068,1.982737,1.737369,1.070071
2023-12-19,804792.4030,1754125521.5788,809762.1291,2.356460,1.734295,0.990413
2023-12-20,815681.3820,1795657326.8128,806370.3591,2.157863,1.727038,1.094390
2023-12-21,835772.6980,1871169704.9173,842551.3791,1.915866,1.742487,1.079979
2023-12-22,872629.9650,2031045519.6473,868172.2356,1.485808,1.653392,1.060396
2023-12-23,849344.2570,1961679469.7375,851541.3073,1.699567,1.776883,1.058458
2023-12-24,833620.0990,1891672434.3509,847567.1160,1.962487,1.793174,1.077660
2023-12-25,823514.1460,1873110631.3375,838943.5355,2.102489,1.746270,1.105032
2023-12-26,813510.8820,1816512853.7443,830405.6776,2.552547,1.819385,1.020748
2023-12-27,874594.9560,2080187734.2753,844957.5119,1.322638,1.666682,1.095898
2023-12-28,842769.2010,1977414659.3823,862328.6286,1.629109,1.774191,1.058672
2023-12-29,779614.3430,1793268911.7686,810173.0496,2.251584,1.761395,1.071426
2023-12-30,780517.3500,1791127075.6731,793611.5627,2.201313,1.738937,1.041739
2023-12-31,779243.7660,1778319990.8263,795822.8263,2.460560,1.716915,1.124294
2024-01-01,783311.7220,1842888002.5619,788308.4490,1.992646,1.759057,1.075456
2024-01-02,789495.8940,1863076095.5380,810215.7586,1.882869,1.731939,1.056707
2024-01-03,731160.5370,1616286649.7806,778309.3010,2.594449,1.624602,1.021999
2024-01-04,727924.5640,1652959390.9953,730763.2175,2.021788,1.511500,1.034588
2024-01-05,743827.5100,1684926526.8640,722014.4957,2.062069,1.623785,1.020483
2024-01-06,742508.3760,1662721281.6281,745174.6306,2.140787,1.654464,1.061309
2024-01-07,751883.1420,1669150499.9143,750585.2417,2.230452,1.613408,1.074318
2024-01-08,770185.7470,1795560197.9482,758304.7470,1.517669,1.628284,1.059730
2024-01-09,767651.8460,1797292054.2410,749641.3274,1.653690,1.689163,1.042791
2024-01-10,851245.8660,2200530150.8206,822709.2174,1.296173,1.658727,1.047846
2024-01-11,869728.9950,2279603432.7223,853906.6202,1.449813,1.854675,1.019590
2024-01-12,903764.5940,2283659489.0570,904873.1749,1.964073,1.915065,1.055207
2024-01-13,902189.3080,2324255536.3601,895868.0256,1.891166,1.845714,1.006309
2024-01-14,912540.7340,2257810745.1578,905980.7530,2.190994,1.950118,1.073859
2024-01-15,901739.4120,2269733413.5201,910905.6241,2.363229,1.921197,1.049860
2024-01-16,913231.6620,2363900157.0870,903994.6633,1.647269,1.795627,1.022747
2024-01-17,893898.1510,2262024623.1269,905476.2799,2.282512,1.850414,1.087639
2024-01-18,921300.9260,2275235553.8403,909679.8995,2.664695,1.923022,1.039517
2024-01-19,930923.8840,2318895314.6871,930189.3057,2.296662,2.006028,1.067457
2024-01-20,923451.0650,2280152156.0167,924669.3342,2.553835,2.046725,1.106020
2024-01-21,920252.5390,2259100350.4149,922822.4292,2.503966,2.021958,1.156641
2024-01-22,938851.1110,2170696016.8583,945560.8471,2.935416,2.030062,1.036065
2024-01-23,862916.4290,1935954736.6846,908591.0450,2.813201,1.909964,1.034123
2024-01-24,854438.4760,1911823178.8195,855279.2468,2.829843,1.874272,1.103167
2024-01-25,862990.5440,1914727567.3881,865844.0480,2.827588,1.856373,1.115703
2024-01-26,863976.5490,1959464254.0700,869973.1033,2.547926,1.727500,1.133795
2024-01-27,848275.1430,1922428991.0780,859508.1283,2.736595,1.735441,1.085119
2024-01-28,822272.7340,1856042237.9121,837977.5771,2.735353,1.769472,1.117954
2024-01-29,848894.1940,1964443032.2193,838550.7004,2.453047,1.830747,1.130402
2024-01-30,842384.5450,1975198009.5796,859113.2270,1.964422,1.818390,1.053733
2024-01-31,832736.6390,1901679025.6523,839573.4512,2.714339,1.755660,1.040040
2024-02-01,852335.1190,1963149386.1879,846587.6846,2.349990,1.703254,1.101145
2024-02-02,835910.5660,1928905426.5733,846909.9578,2.247096,1.705669,1.161001
2024-02-03,851807.1550,1954075860.1944,854871.6617,2.481547,1.679137,1.116509
2024-02-04,835253.6850,1912538830.3024,846612.5473,2.630505,1.718864,1.204249
2024-02-05,845977.3230,1946568440.9033,858469.2703,2.611496,1.710418,1.197819
2024-02-06,891594.4960,2115023499.4707,873501.0804,1.353263,1.655505,1.112918
2024-02-07,866191.6020,2099596471.7519,875074.7935,1.310981,1.597103,1.140945
2024-02-08,845860.4040,2046063399.2878,854297.3763,1.534371,1.533297,1.138774
2024-02-09,819970.6720,2037654015.6222,838886.9347,1.441639,1.659044,1.175545
2024-02-10,831410.7750,2078202687.2977,834442.7049,1.397352,1.669851,1.127044
2024-02-11,836329.9690,2095508033.7538,844856.7701,1.445521,1.637722,1.119214
2024-02-12,870376.9400,2313723019.6020,841894.1403,1.259530,1.619277,1.148430
2024-02-13,871361.1440,2302650245.5230,884083.5980,1.465850,1.641302,1.076028
2024-02-14,874029.7440,2426120446.3095,877257.7150,1.225406,1.643171,1.086748
2024-02-15,872118.1030,2461378922.0969,877866.0256,1.319641,1.666920,1.062641
2024-02-16,884722.6190,2517044698.2812,878523.3677,1.294694,1.582261,1.070899
2024-02-17,867465.7300,2418738498.7406,864496.8555,1.381447,1.656379,1.043530
2024-02-18,866754.7440,2492938417.7522,871717.7241,1.302661,1.597879,1.081521
2024-02-19,880933.4440,2593538533.8115,891954.2745,1.281478,1.591415,1.082230
2024-02-20,894429.4090,2698298050.0854,882787.3809,1.249738,1.601211,1.069468
2024-02-21,887544.8310,2640968286.4910,899856.3021,1.696654,1.591985,1.001742
2024-02-22,875826.4380,2603832000.1740,888426.2750,1.396571,1.610359,1.068296
2024-02-23,866314.4640,2536547466.8223,880005.0044,1.712339,1.578136,1.034331
2024-02-24,883539.4860,2643478227.0252,875992.4006,1.230631,1.528704,1.105870
2024-02-25,958217.7930,2983938118.2916,934747.6839,1.080549,1.529965,1.096659
2024-02-26,875881.3420,2784922182.5679,932020.8874,1.218142,1.624195,1.065648
2024-02-27,833385.9440,2704040844.9346,844078.6432,1.469811,1.801735,1.068081
2024-02-28,801098.0290,2709025138.7876,835874.3697,2.112987,1.917287,1.055480
2024-02-29,846940.6330,2835202602.1449,841579.8285,2.291852,1.974447,0.993996
2024-03-01,818376.9810,2812548905.6819,830566.3328,2.133884,1.978488,1.018414
2024-03-02,814198.4820,2786610300.8199,815890.1415,2.442409,2.018152,1.027990
2024-03-03,813275.3170,2839007680.0703,814050.9190,2.072119,2.049398,1.041192
2024-03-04,762222.6420,2765724856.4970,777875.0966,2.172642,2.067985,1.046828
2024-03-05,718405.3220,2553938441.1982,766883.0423,2.764044,2.225261,1.011510
2024-03-06,749912.7100,2865603872.9707,748765.8578,2.238005,2.215617,1.045714
2024-03-07,755489.3300,2924907160.6682,759448.4269,2.262326,2.351141,1.071371
2024-03-08,766001.2060,2976703666.5522,780542.5779,2.566475,2.290569,1.073715
2024-03-09,781136.2950,3052797811.3042,775053.1354,2.703449,2.193622,1.055136
2024-03-10,773667.9300,3002574289.6128,777740.3607,2.613977,2.139691,1.046305
2024-03-11,787527.8770,3205647973.8860,773277.8117,1.933261,2.365068,1.052636
2024-03-12,797222.7560,3176062568.3765,788572.1717,2.755890,2.526457,1.030306
2024-03-13,795342.3510,3188267310.7808,795225.3236,2.910877,2.550397,1.014342
2024-03-14,818491.3200,3179838778.2000,818213.5675,3.552239,2.608655,1.033779
2024-03-15,818761.5970,3065215356.8505,816693.8619,3.845169,2.872317,1.018618
2024-03-16,830905.8510,2929416741.1101,829862.3549,4.334626,2.574918,1.035855
2024-03-17,831985.5670,3034243042.9933,831386.3481,3.555157,2.663332,1.032269
2024-03-18,854562.2830,3010559190.1385,843040.3426,3.862437,2.724750,1.042932
2024-03-19,813416.5390,2571445570.5753,831761.8742,4.646162,2.314929,1.012000
2024-03-20,763058.8580,2684288450.6724,789493.3135,2.904980,2.053527,1.055358
2024-03-21,774410.2860,2706687855.2158,771140.1405,2.840893,2.333539,1.032826
2024-03-22,790374.7620,2638222338.5295,792847.2794,4.314985,2.412134,1.031181
2024-03-23,781527.7440,2603136055.5475,792478.3156,3.633284,2.294764,1.045521
2024-03-24,783856.4560,2709440974.8109,789464.5663,3.105816,2.309110,1.127319
2024-03-25,825538.7360,2966111146.1238,799832.0612,2.771613,2.378574,1.053069
2024-03-26,834760.7880,2996490715.0363,832027.1144,3.169701,2.588626,1.051644
2024-03-27,851975.9940,2985858388.1862,841673.8522,3.680232,2.596207,1.051600
2024-03-28,843585.7980,3006058828.3245,845611.9668,3.327323,2.609461,1.053850
2024-03-29,872412.2800,3064313237.0088,867243.7930,3.903263,2.597762,1.069573
2024-03-30,884791.6450,3104069822.7108,879965.9901,4.031327,2.589485,1.130484
2024-03-31,900379.1080,3285294285.4793,907125.9858,2.783263,2.812736,1.117269
2024-04-01,885780.0140,3105663876.5583,889230.9514,4.044129,2.723635,1.035824
2024-04-02,853893.6540,2800776916.5567,865568.9484,4.618999,2.362952,1.009205
2024-04-03,836580.6740,2771257140.6924,843777.6188,3.877647,2.148092,1.021155
2024-04-04,831097.8040,2767273114.0666,835837.1800,3.872387,2.113347,1.059188
2024-04-05,854208.0500,2835671753.1825,855514.7311,3.780732,2.054183,1.081084
2024-04-06,837731.3210,2808868846.4860,856135.3319,3.472196,2.050789,1.076104
2024-04-07,850582.7060,2939496445.0752,841495.9617,2.782143,1.990734,1.116890
2024-04-08,896187.5940,3313430593.5241,875521.9975,1.956060,2.343574,1.151695
2024-04-09,865871.8640,3037868141.2508,881726.6513,3.677535,2.504688,1.054080
2024-04-10,842353.2480,2987654948.3924,857554.1956,3.689631,2.273610,1.083803
2024-04-11,826302.8830,2895130012.2861,837313.6700,3.740823,2.239760,1.089942
2024-04-12,773896.7380,2506249108.0782,821516.6722,4.473263,1.839709,1.012913
2024-04-13,708291.8900,2128742943.7194,767369.6678,3.827791,1.777106,1.012295
2024-04-14,688127.5390,2169962025.3088,693729.3625,3.070697,1.785637,1.000351
2024-04-15,670345.3610,2078553267.7599,680070.1346,3.681950,1.808524,1.024064
2024-04-16,662158.6970,2041410667.6681,668892.7414,3.138257,1.823042,1.035442
2024-04-17,655884.4960,1956922914.5481,667285.7994,3.954888,1.777674,1.070558
2024-04-18,649714.7540,1989978834.2889,657915.7337,2.971780,1.884430,1.058945
2024-04-19,669681.4750,2045951159.5966,663543.1628,2.866257,1.918222,1.033494
2024-04-20,665233.3190,2098396222.4821,662180.3415,2.325877,1.905195,1.034730
2024-04-21,663175.2700,2086316854.1202,665959.9212,2.775283,1.954558,1.049835
2024-04-22,673030.2730,2152803206.6663,674079.4418,2.605997,1.799071,1.068488
2024-04-23,672774.3380,2165095298.6004,681188.8656,2.620980,1.825783,1.107282
2024-04-24,683201.4190,2144511233.8797,684287.8059,3.619251,1.768613,1.025238
2024-04-25,674537.2590,2127780565.9074,685965.6318,3.022892,1.757537,1.089033
2024-04-26,682934.3570,2137570878.7229,680371.7850,3.159334,1.816315,1.103875
2024-04-27,696443.3060,2266311863.6823,689454.2056,2.235694,1.850010,1.110896
2024-04-28,717695.7190,2341266974.5218,726597.6173,2.273829,1.899424,1.055538
2024-04-29,716186.4430,2302668327.8047,727073.3932,3.047667,1.976439,1.062837
2024-04-30,724526.1670,2182699581.3552,724648.5277,5.031911,1.821356,1.045511
2024-05-01,661088.8470,1964034084.1635,689639.8978,4.224114,1.891313,0.998625
2024-05-02,711946.6990,2125011387.7082,692052.4233,3.227544,1.990444,1.105507
2024-05-03,727875.1450,2257516777.0778,723902.4741,2.464157,1.919140,1.087571
2024-05-04,727281.9820,2265921473.1703,733912.9107,2.656166,2.034897,1.127036
2024-05-05,730808.5270,2291252818.1062,730125.8121,2.563584,2.032338,1.132698
2024-05-06,716795.6430,2194477029.0009,730313.2182,3.236990,2.240481,1.064212
2024-05-07,705930.6320,2121286937.1693,718592.4716,3.789110,2.045737,1.051128
2024-05-08,726082.8770,2158834588.5306,722629.2796,4.283008,2.035570,1.042935
2024-05-09,731408.6240,2219709151.3750,739229.2227,3.712806,2.133273,1.149508
2024-05-10,765789.3500,2227566350.7475,744742.9591,5.314053,2.004467,1.079975
2024-05-11,747933.0820,2177641748.8169,759751.9858,4.827677,2.029767,1.111361
2024-05-12,750925.3010,2198506531.4967,755029.6498,4.366279,2.008113,1.153374
2024-05-13,786751.1330,2320811138.8893,785352.1111,3.663986,2.171078,1.149304
2024-05-14,801159.4760,2308036299.6241,793745.9531,4.796696,2.253143,1.049795
2024-05-15,796416.8400,2413841905.1085,802677.9962,3.086371,2.116173,1.115947
2024-05-16,787876.0600,2318892577.3132,787756.0535,4.547464,2.152804,1.169235
2024-05-17,841719.4120,2601465767.1276,819669.0264,2.416914,1.954953,1.156120
2024-05-18,843109.8520,2631864456.7992,840813.8223,2.208074,1.887294,1.110001
2024-05-19,823874.1690,2529285460.0883,835505.6555,2.799283,1.955108,1.146822
2024-05-20,956844.2470,3506033830.2800,838411.6510,1.412612,2.083649,1.064101
2024-05-21,1059697.0330,4018548560.0845,1020857.3134,1.201862,2.559089,1.059952
2024-05-22,1051797.5050,3933996136.0513,1050958.1159,1.380902,2.633016,1.045347
2024-05-23,1032822.8870,3909368894.2703,1072850.0759,1.805726,2.473789,1.079881
2024-05-24,1055361.9990,3936099218.7104,1043136.4320,2.012421,2.476010,1.066912
2024-05-25,1080020.5150,4051318954.8422,1074267.9223,1.894966,2.383269,1.192874
2024-05-26,1130649.9410,4327596568.6757,1109902.7619,1.407456,2.309030,1.113427
2024-05-27,1132855.1390,4413705578.5065,1145159.1480,1.443492,2.274670,1.150471
2024-05-28,1107967.9480,4262363775.6355,1125470.7049,1.873386,2.468785,1.055799
2024-05-29,1137887.7740,4289893802.3687,1121227.2600,2.299682,2.410516,1.069619
2024-05-30,1105037.0880,4143788881.6019,1119098.1954,2.540358,2.504467,1.105131
2024-05-31,1127030.8110,4242046390.5234,1116668.3669,2.503180,2.489248,1.110364
2024-06-01,1149824.4400,4389523789.1664,1142675.8852,1.921095,2.422110,1.247153
2024-06-02,1125206.3100,4257370215.4156,1136193.5160,2.455751,2.585095,1.266641
2024-06-03,1139524.1540,4295037465.0491,1135264.5625,2.831310,2.524167,1.101121
2024-06-04,1127317.7440,4298498382.9026,1134770.3015,2.208814,2.539281,1.185863
2024-06-05,1115723.9690,4315615037.7636,1105587.7982,2.048864,2.444194,1.168335
2024-06-06,1100696.7600,4200005675.9052,1117354.5895,2.680526,2.743733,1.128843
2024-06-07,1046832.6930,3852155880.3553,1085669.2622,3.240297,2.576469,1.079212
2024-06-08,1034342.9100,3808574715.7692,1041166.9324,3.107365,2.429625,1.167604
2024-06-09,1043969.0220,3870575315.9020,1040470.6016,3.057253,2.427483,1.208866
2024-06-10,1050016.2820,3853192249.2413,1052788.9092,3.092557,2.418796,1.248318
2024-06-11,1040775.0500,3640591086.5961,1047029.5214,3.540231,2.357256,1.097213
2024-06-12,984636.2990,3505658671.5733,1008329.9837,3.176700,2.305964,1.181263
2024-06-13,975099.9320,3382806933.0951,986934.3059,3.649812,2.287289,1.082243
2024-06-14,963248.8540,3352928334.5480,981707.3607,3.566411,2.217509,1.116588
2024-06-15,1058896.5040,3778078542.7005,1014421.7962,2.598300,2.275689,1.207469
2024-06-16,1061869.6870,3847314028.2172,1064676.7812,2.512831,2.290624,1.203777
2024-06-17,996017.4470,3495789861.0991,1027881.8819,3.188320,2.425171,1.111354
2024-06-18,1000197.2580,3483016917.4511,994803.9295,3.078299,2.192618,1.040549
2024-06-19,1028235.5390,3659598061.4181,1018258.9076,2.369838,2.179253,1.156564
2024-06-20,997339.9340,3502062542.0453,1017769.1116,3.030285,2.211751,1.117873
2024-06-21,977874.8510,3439361868.4402,1001277.0116,2.736544,2.206197,1.092086
2024-06-22,947289.5640,3310076031.9026,975539.0080,3.197050,2.168388,1.187554
2024-06-23,964256.4020,3297342834.3759,967295.0500,3.688214,1.880673,1.144460
2024-06-24,999878.3160,3351255815.2493,983809.4270,3.527220,1.851155,1.050033
2024-06-25,1009990.5560,3427169284.3503,990575.7886,2.993204,2.069635,1.131525
2024-06-26,1014949.4620,3421040626.6477,1011233.0913,3.403501,2.242340,1.189488
2024-06-27,1047194.8460,3613163221.7842,1035299.1760,2.681346,2.295540,1.203253
2024-06-28,1042762.6100,3524090268.7362,1045528.8873,3.663808,2.510683,1.160849
2024-06-29,1039714.2990,3511770207.7314,1041825.2129,3.234188,2.366501,1.295588
2024-06-30,1021903.5160,3511996251.5075,1025062.9377,2.857718,2.439534,1.248104
2024-07-01,1012460.6660,3483999306.6243,1024889.5996,2.947550,2.586441,1.162795
2024-07-02,1023780.2240,3501768591.5763,1023902.8394,3.402916,2.520034,1.221971
2024-07-03,1050761.0500,3462005477.0980,1048562.6960,4.293576,2.476277,1.061221
2024-07-04,1059891.7490,3242208860.1910,1059749.2089,4.158128,2.289934,1.039867
2024-07-05,948089.6210,2825942290.6261,991058.8566,3.160808,2.149787,1.064282
2024-07-06,943626.1720,2892686030.2660,954282.7507,2.973804,2.071457,1.157449
2024-07-07,944196.3650,2766721956.5776,940029.1165,3.368296,2.220516,1.131251
2024-07-08,899220.5790,2714101621.4249,901578.9252,3.116331,2.126644,1.064845
2024-07-09,900916.3610,2761362701.4467,909405.6639,2.641366,2.052781,1.112169
2024-07-10,914343.9480,2834031011.0808,893778.4899,2.693643,2.018188,1.123425
2024-07-11,939584.7170,2910842849.1132,903175.7256,2.593201,1.951824,1.089418
2024-07-12,944340.3250,2958844879.9030,920668.2976,2.299964,2.037001,1.100388
2024-07-13,947928.5800,3008822096.7219,923688.6121,1.961666,2.021742,1.116162
2024-07-14,951722.1540,3087091633.7083,914408.4462,1.851836,1.963149,1.206468
2024-07-15,934741.1730,3254538152.4096,935565.6209,1.762922,1.915448,1.104901
2024-07-16,915082.9460,3150484169.8066,921848.6843,1.809733,2.102523,1.098414
2024-07-17,947818.9530,3209352887.6161,936643.6850,2.090010,2.211179,1.122292
2024-07-18,930024.9510,3185326156.9255,942173.9794,2.085417,2.151468,1.079014
2024-07-19,943244.4380,3303421238.3192,938873.6700,1.823330,2.165199,1.107958
2024-07-20,940683.6240,3307388649.0068,938127.7668,1.791730,2.145054,1.191534
2024-07-21,918919.1600,3247699230.4216,935019.9938,2.054430,2.148481,1.212970
2024-07-22,937910.5600,3224845731.5498,930268.9459,2.557606,2.025968,1.076525
2024-07-23,952731.5900,3316468192.1059,953695.1421,2.307407,2.202708,1.134588
2024-07-24,993929.5740,3314009682.1095,970695.4893,3.339239,2.228630,1.089380
2024-07-25,944147.5950,2996412897.8236,970909.3791,3.758873,2.187810,1.066408
2024-07-26,918854.9740,3007371698.4107,926896.9210,3.102126,2.059234,1.108758
2024-07-27,870563.6710,2827634417.3247,901362.2936,3.080268,2.294671,1.157754
2024-07-28,903361.8170,2952434292.0825,894237.1700,2.915793,2.191742,1.168490
2024-07-29,952225.4630,3158170015.0951,936619.5219,2.816633,2.297351,1.095070
2024-07-30,951292.0270,3118506497.0709,957006.4429,3.326476,2.398325,1.105567
