date,close,volume_usd
2020-11-19,0.03777,32554614.321483
2020-11-20,0.03573,12357985.957789
2020-11-21,0.03791,9984390.474007
2020-11-22,0.04162,6589195.445895
2020-11-23,0.04704,15383479.406995
2020-11-24,0.04191,12259227.331956
2020-11-25,0.03908,9981925.218228
2020-11-26,0.03574,6154861.283912
2020-11-27,0.0366,5608549.60081
2020-11-28,0.03763,4879257.296927
2020-11-29,0.03725,2538618.612586
2020-11-30,0.0371,3203679.529996
2020-12-01,0.03524,3747908.755543
2020-12-02,0.03612,2905337.770825
2020-12-03,0.0385,4295946.975969
2020-12-04,0.03953,8621952.289317
2020-12-05,0.04493,7567578.279037
2020-12-06,0.0425,10427504.689379
2020-12-07,0.05212,14418388.652812
2020-12-08,0.05348,32333674.105698
2020-12-09,0.05582,20224597.855126
2020-12-10,0.04925,10945773.864878
2020-12-11,0.04566,10879564.74544
2020-12-12,0.05133,9453901.736994
2020-12-13,0.05156,8165659.636727
2020-12-14,0.05225,9455634.38675
2020-12-15,0.04925,7215765.483745
2020-12-16,0.05126,8156974.396062
2020-12-17,0.04608,8408958.904567
2020-12-18,0.04911,10643221.90479
2020-12-19,0.05621,14061536.912717
2020-12-20,0.05195,19287242.090916
2020-12-21,0.05067,11624262.311134
2020-12-22,0.0552,8037401.131261
2020-12-23,0.04689,8524357.599719
2020-12-24,0.04867,4041285.571722
2020-12-25,0.04583,4746290.630785
2020-12-26,0.04441,3993858.723476
2020-12-27,0.04313,5756218.533003
2020-12-28,0.04574,5748887.654653
2020-12-29,0.04082,5189834.432706
2020-12-30,0.04178,3549651.53635
2020-12-31,0.04159,2318950.628252
2021-01-01,0.0421,2451229.108841
2021-01-02,0.04095,2650497.665143
2021-01-03,0.04129,4239342.718158
2021-01-04,0.04135,6852567.39422
2021-01-05,0.04394,7236359.417296
2021-01-06,0.04743,6834000.982876
2021-01-07,0.05095,7856088.999372
2021-01-08,0.04536,7164597.807186
2021-01-09,0.04704,5007376.575877
2021-01-10,0.04476,5657622.426016
2021-01-11,0.04144,6179364.217409
2021-01-12,0.04138,3124240.8693
2021-01-13,0.0435,2957723.016417
2021-01-14,0.04506,3350811.415283
2021-01-15,0.04505,3756485.665416
2021-01-16,0.05377,7953261.102535
2021-01-17,0.06418,16889849.710962
2021-01-18,0.06298,13928096.799553
2021-01-19,0.06234,7093355.809838
2021-01-20,0.06059,8680804.24223
2021-01-21,0.05451,7069725.756882
2021-01-22,0.06037,7586772.55493
2021-01-23,0.0641,5567850.635126
2021-01-24,0.06647,5366379.719353
2021-01-25,0.05917,4191645.330107
2021-01-26,0.06169,4311108.49919
2021-01-27,0.05519,4974727.478627
2021-01-28,0.05805,4380936.023837
2021-01-29,0.05639,6580659.60618
2021-01-30,0.05618,3755231.10573
2021-01-31,0.05729,6267152.743676
2021-02-01,0.06216,4246931.906788
2021-02-02,0.06087,3390723.790135
2021-02-03,0.07106,10013128.245283
2021-02-04,0.06498,8301109.668527
2021-02-05,0.072,6462299.731065
2021-02-06,0.07088,9029827.408916
2021-02-07,0.07277,7483466.903672
2021-02-08,0.08522,15120395.727094
2021-02-09,0.08639,8690745.291987
2021-02-10,0.10558,22572854.009452
2021-02-11,0.10789,13587872.833879
2021-02-12,0.12543,12597324.740452
2021-02-13,0.11507,11996087.707083
2021-02-14,0.10241,10939402.813361
2021-02-15,0.09898,9232590.188742
2021-02-16,0.12734,34964088.705318
2021-02-17,0.13328,28026356.987389
2021-02-18,0.12844,14399887.14832
2021-02-19,0.12976,11769543.518561
2021-02-20,0.11654,11657744.236748
2021-02-21,0.11979,8494206.857276
2021-02-22,0.11325,17912294.596326
2021-02-23,0.09696,15037338.239053
2021-02-24,0.09974,11655500.541229
2021-02-25,0.09135,9349336.61685
2021-02-26,0.09124,8432685.699632
2021-02-27,0.09427,6989111.14546
2021-02-28,0.09079,7441836.158252
2021-03-01,0.09694,6309499.510057
2021-03-02,0.09893,8447610.815908
2021-03-03,0.10384,8680338.944158
2021-03-04,0.1075,11898296.568147
2021-03-05,0.12871,28780493.706234
2021-03-06,0.12292,14840847.355039
2021-03-07,0.12107,8662355.283762
2021-03-08,0.14081,20672718.21416
2021-03-09,0.14437,28668456.541695
2021-03-10,0.1421,22126029.591392
2021-03-11,0.1575,26445565.735955
2021-03-12,0.17714,35557199.324686
2021-03-13,0.18504,30410454.896146
2021-03-14,0.22524,63804362.270473
2021-03-15,0.21459,53496619.933563
2021-03-16,0.19892,32972649.045381
2021-03-17,0.207,37126279.579013
2021-03-18,0.18327,24810956.234238
2021-03-19,0.17645,18531626.389837
2021-03-20,0.17641,16595728.389649
2021-03-21,0.20486,27362864.174988
2021-03-22,0.17778,24725922.275409
2021-03-23,0.16637,22557037.339779
2021-03-24,0.145,22279803.656811
2021-03-25,0.13907,19438326.395363
2021-03-26,0.16371,19789369.822031
2021-03-27,0.16469,15614970.91699
2021-03-28,0.17346,21946070.188872
2021-03-29,0.19112,18871121.681043
2021-03-30,0.18399,15111116.360469
2021-03-31,0.17878,16228002.85365
2021-04-01,0.19799,27711847.813119
2021-04-02,0.20184,53397823.713908
2021-04-03,0.18176,19129535.207174
2021-04-04,0.1996,15790278.543946
2021-04-05,0.21177,21727201.699778
