date,close,volume_usd
2020-11-04,0.14583,11731934.462118
2020-11-05,0.1345,3151932.432103
2020-11-06,0.144,2042407.608731
2020-11-07,0.14076,1352355.791634
2020-11-08,0.19846,5820373.971476
2020-11-09,0.27978,8652318.481585
2020-11-10,0.26968,6430246.143477
2020-11-11,0.354,9727349.645082
2020-11-12,0.31331,3688566.049227
2020-11-13,0.394,4516818.772625
2020-11-14,0.56557,14266069.641021
2020-11-15,0.59068,17278815.985309
2020-11-16,0.55918,11936330.306741
2020-11-17,0.50246,9701056.914957
2020-11-18,0.51614,8070212.841849
2020-11-19,0.43821,5928141.026785
2020-11-20,0.49888,8382863.577296
2020-11-21,0.468,4749030.991803
2020-11-22,0.42719,4989388.290724
2020-11-23,0.51082,7652908.95106
2020-11-24,0.47772,5312931.746114
2020-11-25,0.41597,3070116.704777
2020-11-26,0.37014,2993534.701995
2020-11-27,0.37727,2227875.539099
2020-11-28,0.42823,4304099.770376
2020-11-29,0.47698,4446706.775732
2020-11-30,0.4567,4245360.013312
2020-12-01,0.41194,2876299.942509
2020-12-02,0.49817,6133711.694351
2020-12-03,0.51208,3570562.269088
2020-12-04,0.43118,3113771.170213
2020-12-05,0.476,2163342.515796
2020-12-06,0.47941,1803687.274781
2020-12-07,0.56057,6907530.461494
2020-12-08,0.57111,14101332.540407
2020-12-09,0.62749,10664584.602108
2020-12-10,0.56381,4351111.310654
2020-12-11,0.55065,4355332.698799
2020-12-12,0.57816,3795687.176802
2020-12-13,0.6139,2689770.229703
2020-12-14,0.63805,5570937.52872
2020-12-15,0.72974,6660954.634463
2020-12-16,0.74244,11188554.364896
2020-12-17,0.712,7530150.745604
2020-12-18,0.8244,8590964.309635
2020-12-19,0.75768,5461398.689505
2020-12-20,0.68945,3801043.381703
2020-12-21,0.63978,3587915.281898
2020-12-22,0.65483,2291237.985808
2020-12-23,0.54145,4431145.095306
2020-12-24,0.63999,5183728.342899
2020-12-25,0.59892,3270948.78469
2020-12-26,0.57927,2154691.821357
2020-12-27,0.59955,2666323.349093
2020-12-28,0.59916,2390186.346619
2020-12-29,0.56057,1621816.250132
2020-12-30,0.53597,1354536.70893
2020-12-31,0.53785,1263609.935679
2021-01-01,0.5931,3815702.122141
2021-01-02,0.54275,4994432.137992
2021-01-03,0.56523,2365405.587501
2021-01-04,0.56082,3179218.372291
2021-01-05,0.55605,2233446.512759
2021-01-06,0.60086,3749434.020364
2021-01-07,0.60403,7553638.202777
2021-01-08,0.59363,4155046.620505
2021-01-09,0.60144,3158312.272836
2021-01-10,0.57292,3259180.384111
2021-01-11,0.49958,2682840.362296
2021-01-12,0.44957,1434461.422531
2021-01-13,0.50223,1705982.332874
2021-01-14,0.53431,1849283.519654
2021-01-15,0.54322,3101198.850872
2021-01-16,0.58347,3743811.179959
2021-01-17,0.61396,3187997.351575
2021-01-18,0.68269,5230793.825099
2021-01-19,0.629,3091853.383278
2021-01-20,0.63369,2362754.073459
2021-01-21,0.64438,9531208.057595
2021-01-22,0.63708,4867162.026628
2021-01-23,0.695,5800691.758492
2021-01-24,0.7351,5897816.449372
