date,close,volume_usd
2020-12-17,0.12275,33745842.206072
2020-12-18,0.26122,407979967.462795
2020-12-19,0.47749,1003346431.943557
2020-12-20,0.73826,1190582023.757157
2020-12-21,0.47195,549785575.426961
2020-12-22,0.54572,458603977.408971
2020-12-23,0.41158,269405817.457927
2020-12-24,0.41046,158643292.377392
2020-12-25,0.35847,94711453.701196
2020-12-26,0.4848,225231134.828637
2020-12-27,0.39677,154275708.658042
2020-12-28,0.38084,99875868.97231
2020-12-29,0.3736,58249684.646239
2020-12-30,0.37465,53076912.388124
2020-12-31,0.35046,27809939.046693
2021-01-01,0.36169,38718474.830273
2021-01-02,0.32751,28735006.215881
2021-01-03,0.29857,47431512.844391
2021-01-04,0.30888,45106884.685256
2021-01-05,0.33823,44213236.380181
2021-01-06,0.36991,78871614.111374
2021-01-07,0.34633,73063115.001617
2021-01-08,0.32903,47469562.849846
2021-01-09,0.34849,39903335.488295
2021-01-10,0.32627,43542335.065864
2021-01-11,0.29053,38572407.896303
2021-01-12,0.27768,20511609.58242
2021-01-13,0.325,33352383.237783
2021-01-14,0.33379,37735356.463988
2021-01-15,0.33761,62724019.377396
2021-01-16,0.466,115782025.75831
2021-01-17,0.51877,150782210.484749
2021-01-18,0.61907,194378256.744426
2021-01-19,0.53828,111507536.665504
2021-01-20,0.52203,72213963.758265
2021-01-21,0.43566,67156255.253982
2021-01-22,0.5111,89256274.519584
2021-01-23,0.58446,85945262.81932
2021-01-24,0.55604,70252840.219147
2021-01-25,0.52985,53008725.640436
2021-01-26,0.53701,42687522.271545
2021-01-27,0.48465,42235663.590281
2021-01-28,0.556,73622668.449432
2021-01-29,0.55282,120281694.684431
2021-01-30,0.63734,104536843.600902
2021-01-31,0.79448,202945020.281674
2021-02-01,0.78311,145401742.881475
2021-02-02,0.75205,83782197.305725
2021-02-03,0.825,88649653.33027
2021-02-04,0.81617,96457248.297537
2021-02-05,0.94946,147011646.017117
2021-02-06,0.86501,83275166.359539
2021-02-07,0.91807,97727415.303168
2021-02-08,0.96895,111676767.353098
2021-02-09,1.05273,73812231.35835
2021-02-10,1.26668,189462376.311219
2021-02-11,2.03709,648343484.473764
2021-02-12,2.23448,912435643.425266
2021-02-13,2.3329,242121757.437937
2021-02-14,2.16082,221066711.786045
2021-02-15,2.13699,275092386.004801
2021-02-16,2.06546,126814989.710771
2021-02-17,2.17983,144681529.708597
2021-02-18,2.29472,154469242.732148
2021-02-19,2.16364,105918081.293448
2021-02-20,2.285,263949249.257968
2021-02-21,2.3018,114954496.516142
2021-02-22,2.01875,205633325.032157
2021-02-23,1.70754,200263611.541437
2021-02-24,1.89607,130260363.882535
2021-02-25,1.72272,96958931.663186
2021-02-26,1.7263,97282735.701636
2021-02-27,1.683,54644342.618638
2021-02-28,1.589,58493337.314987
2021-03-01,1.92645,81705328.264603
2021-03-02,1.82879,91811339.960516
2021-03-03,1.9527,106163087.837737
2021-03-04,1.855,71311346.350779
2021-03-05,1.8262,54243707.003341
2021-03-06,1.79323,30793373.805872
2021-03-07,1.88058,49111703.554069
2021-03-08,1.9049,59619530.095435
2021-03-09,2.11596,133270718.529637
2021-03-10,2.03249,102979271.033684
2021-03-11,1.91001,95438019.108626
2021-03-12,1.73528,99196753.758768
2021-03-13,1.79283,86642627.6134
2021-03-14,1.73,47158043.587168
2021-03-15,1.71936,64232470.883575
2021-03-16,1.71349,61954501.40787
2021-03-17,1.71868,42251920.44339
2021-03-18,1.69253,52979824.955447
2021-03-19,1.69183,45505969.785846
2021-03-20,1.71914,84209031.685744
2021-03-21,1.69933,58196737.420985
2021-03-22,1.5421,66072627.267251
2021-03-23,1.50148,47492093.364618
2021-03-24,1.39302,55569319.71755
2021-03-25,1.33753,44994065.866511
2021-03-26,1.55201,47770032.463502
2021-03-27,1.46894,40490792.338955
2021-03-28,1.81412,143929436.090357
2021-03-29,1.77274,106216708.496024
2021-03-30,1.75882,104478346.103227
2021-03-31,1.71923,72424810.633261
2021-04-01,1.77315,95763288.821045
2021-04-02,1.88581,122573369.603014
2021-04-03,1.67777,97658994.802347
2021-04-04,1.75828,53270429.889417
2021-04-05,1.82705,84258131.386723
2021-04-06,1.75983,78340890.292053
2021-04-07,1.65718,73388594.374184
2021-04-08,1.75087,43221734.663773
2021-04-09,1.73802,42453568.414199
2021-04-10,1.88694,99029786.178878
2021-04-11,1.89901,62339922.620466
2021-04-12,2.0151,200233907.752879
2021-04-13,1.92096,105573045.407043
2021-04-14,2.02587,145122962.398161
2021-04-15,2.09591,99898250.895127
2021-04-16,1.9887,86150239.971058
2021-04-17,1.9283,69504789.113405
2021-04-18,1.7029,134564042.335043
2021-04-19,1.55803,70153186.229947
2021-04-20,1.5892,63045074.229804
2021-04-21,1.52517,69694613.841826
2021-04-22,1.40891,72079675.075167
2021-04-23,1.39512,80982895.399371
2021-04-24,1.25502,27770239.794502
2021-04-25,1.26,21763083.555363
2021-04-26,1.4597,40554505.628764
2021-04-27,1.5598,39332817.280513
2021-04-28,1.5336,45892918.300902
2021-04-29,1.4974,38956598.682934
2021-04-30,1.5594,43668303.463274
2021-05-01,1.676,82167661.747139
2021-05-02,1.6113,45386804.079601
2021-05-03,1.59,46579881.430701
2021-05-04,1.432,51787444.939326
2021-05-05,1.5343,39856786.017803
2021-05-06,1.6055,94059074.169512
2021-05-07,1.6011,97450154.84173
2021-05-08,1.5871,49646014.912842
2021-05-09,1.5347,44272773.087319
2021-05-10,1.3815,69045365.821099
2021-05-11,1.46,41821652.410288
2021-05-12,1.2852,70073609.344449
2021-05-13,1.3136,52572067.551668
2021-05-14,1.3647,34798548.052513
2021-05-15,1.3168,80160402.726625
2021-05-16,1.299,46238188.864162
2021-05-17,1.1957,59515809.182636
2021-05-18,1.2245,36084459.155239
2021-05-19,0.7458,111129299.660646
2021-05-20,0.9073,60753509.756198
2021-05-21,0.8529,55453002.460649
2021-05-22,0.7896,34385563.567998
2021-05-23,0.6507,49155618.571403
2021-05-24,0.8254,49143297.442136
2021-05-25,0.823,34619248.914498
2021-05-26,0.8429,38480421.405309
2021-05-27,0.7711,33568102.100979
2021-05-28,0.6513,38151448.703124
2021-05-29,0.6283,19240648.934448
2021-05-30,0.7394,25342734.025707
2021-05-31,0.7933,54748414.619045
2021-06-01,0.7684,27333345.103787
2021-06-02,0.7664,20836233.733789
2021-06-03,0.9524,60805545.719482
2021-06-04,0.8016,56006977.366459
2021-06-05,0.7544,32449300.71799
2021-06-06,0.7838,19904145.827138
2021-06-07,0.6987,37209546.1994
2021-06-08,0.6924,31121156.593496
2021-06-09,0.7092,33222478.100693
2021-06-10,0.6642,20975322.19603
2021-06-11,0.6136,18741363.741326
2021-06-12,0.6025,14080570.981719
2021-06-13,0.6848,18559913.176467
2021-06-14,0.6829,32362103.092298
2021-06-15,0.7167,35199155.057164
2021-06-16,0.6814,38899558.542739
2021-06-17,0.6861,18710992.364742
2021-06-18,0.6099,21165684.029282
2021-06-19,0.6003,16062607.031143
2021-06-20,0.6422,19869015.937338
2021-06-21,0.5042,26345167.864102
2021-06-22,0.4937,28232649.688961
2021-06-23,0.602,29025667.672888
2021-06-24,0.6018,21521472.671306
2021-06-25,0.5254,19289110.240494
2021-06-26,0.5435,12721813.237111
2021-06-27,0.5588,10183648.613352
2021-06-28,0.5716,16824367.18222
2021-06-29,0.5795,23922341.106255
2021-06-30,0.5914,16009886.745416
2021-07-01,0.5361,12081032.329089
2021-07-02,0.6029,15421429.199413
2021-07-03,0.6764,46004156.235645
2021-07-04,0.7253,49443565.957401
2021-07-05,0.7328,78150570.290918
2021-07-06,0.702,42018755.681557
2021-07-07,0.7063,41194162.609995
2021-07-08,0.6549,31696831.682856
2021-07-09,0.692,25589553.093599
2021-07-10,0.6865,18254399.204127
2021-07-11,0.7127,28603500.776285
2021-07-12,0.67,20664029.070746
2021-07-13,0.6331,15527541.916817
2021-07-14,0.6384,15028700.986847
2021-07-15,0.6003,14438716.174017
2021-07-16,0.5807,10790825.127625
2021-07-17,0.5587,9048975.926674
2021-07-18,0.5516,7171513.694068
2021-07-19,0.5075,10895248.259969
2021-07-20,0.4921,10254472.096623
2021-07-21,0.5575,16426602.055699
2021-07-22,0.5594,12614186.72424
2021-07-23,0.5567,14875392.586592
2021-07-24,0.5497,29285412.541327
2021-07-25,0.5425,19392517.463085
2021-07-26,0.5501,57613957.035805
2021-07-27,0.5672,21028760.995383
2021-07-28,0.5604,19294131.997092
2021-07-29,0.5847,39291584.594861
2021-07-30,0.5951,23035336.31078
2021-07-31,0.6262,31482905.414746
2021-08-01,0.6594,67329346.686869
2021-08-02,0.6922,36661702.841349
2021-08-03,0.6462,29540805.80027
2021-08-04,0.6671,25883476.11418
2021-08-05,0.7006,37524446.771372
2021-08-06,0.703,36253292.30432
2021-08-07,0.732,49946576.766749
2021-08-08,0.672,31265660.3216
2021-08-09,0.7076,43199630.679709
2021-08-10,0.7498,57730026.894559
2021-08-11,0.7893,82333952.083928
2021-08-12,0.8798,97380286.52391
2021-08-13,0.9287,80845563.984414
2021-08-14,0.8998,59596709.128462
2021-08-15,0.897,43592194.819649
2021-08-16,0.8556,51186942.331253
2021-08-17,0.8697,134411491.50968
2021-08-18,0.8543,82947196.033281
2021-08-19,0.9833,92351003.318003
2021-08-20,1.0409,145712254.636645
2021-08-21,0.9886,83455416.529832
2021-08-22,1.0737,69995261.771331
2021-08-23,1.0248,61698201.892893
2021-08-24,0.9194,76328374.366998
2021-08-25,0.9513,59553902.410955
2021-08-26,0.865,57258635.615784
